Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
#0523 ERGnomes Halloween '21 Special,Goodboi,Unripe lemon,Easter bunny,Wavy,Sherlock,Duck,Monobrow,120.8897801,0f2ff02362b1e2010eafcc88d88fa40897e96df5c76de02d2e6fa94c40d115a2,1559
#0991 ERGnomes Halloween '21 Special,Calm,Potion blue,Monkey,Water,Sherlock,Cat,Thug,120.7306647,45add8c30189497ddbe7f081c627dcc426c028a520d2857f97a79e48cb044ca6,1560
#1472 ERGnomes Halloween '21 Special,Sweet,Radioactive bubblegum,No ears,Ergo $ERG,Nerd,Clown,Annoyed,120.7256733,07bdb513210a82864ed421ae2ddec4c676d1881fdfe6736242a9c0c576f5bc3f,1561
#0480 ERGnomes Halloween '21 Special,Charmer,Choking person,No ears,Ergo $ERG,Root,Duck,Happy,120.6655742,11593f66fa1bb3778b07ddcd2a2aab08f0953f7dee68364d90427254b98c8244,1562
#1537 ERGnomes Halloween '21 Special,Charmer,Fairy candy,Monkey,White,Chicken,Toe,Thug,120.6403039,fee1116ba67674754e88b6f1ac4ccfc73e5ce3274614e1de046ff0e51cbe181f,1563
#1568 ERGnomes Halloween '21 Special,Thinker,Sad red,Human,Dizzy,Root,Pig,Worried,120.5708564,7b227423605a389658f84dc5a154eb36707343742f1abb114737522f73959e82,1564
#1791 ERGnomes Halloween '21 Special,Relaxed,Kawaii,Human,Rude,Questionablestyle,Clown,Chill,120.462762,3b00a235ffff96efa5b445fa00ad2cd0894bef89e82c38eb12384b3704455ed2,1565
#1279 ERGnomes Halloween '21 Special,Soldier,Classic,Cocker spaniel,Wavy,Sherlock,Toe,Annoyed,120.413001,0998811931e966bf1d57bdad796dc797a82636a70d726c5087bbb2afac97bb92,1566
#0291 ERGnomes Halloween '21 Special,Cute,Potion blue,Fairy nymnph,Wavy,Questionablestyle,Clown,Monobrow,120.3831748,b5a1862d376e31ab5244d7eff64a935e80019afaa0f683b40003b9028b1bc3c7,1567
#2441 ERGnomes Halloween '21 Special,Amiable,Just white,Pumpkin,Water,Circus,Clown,Worried,120.3749003,eea241a51296e32e9838d79ef5c72ba5f8653dacc525630af98a5f1156b045e7,1568
#1366 ERGnomes Halloween '21 Special,Charmer,Unripe lemon,Pumpkin,Yellow,Punk,Pig,Surprised,120.3274431,c67acda0d1357847854037847b348dbba7d356b32793222f05d3cd36691c2885,1569
#1872 ERGnomes Halloween '21 Special,Loud,Fairy candy,Cocker spaniel,Flowers,Devil,Carrot,Monobrow,120.3103412,5a6b159b2324fadccb0640d1c7dda46650220245fe9523e604969acf2900f9f5,1570
#0551 ERGnomes Halloween '21 Special,Queen,Dying pepper,Monkey,Arcane,Octopus,Pig,Worried,120.2544636,bd671e83edc22fb3ff778b29c404d8cb8f8206a3a9c734b1e18f7cd3c07d61e2,1571
#1539 ERGnomes Halloween '21 Special,Calm,Radioactive bubblegum,Fairy nymnph,Flowers,Circus,Eggplant,Angry,120.2469824,d8d8f983f44bb8b6bfda799bb82b1c732cc29fc21abd6249e437339b0f79d731,1572
#1193 ERGnomes Halloween '21 Special,Karen,Potion blue,No ears,Drowsy,Devil,Toe,Annoyed,120.230957,24d14ba9b73d5d214c7e02118527238a446ad81d356452e3ec34028ac5163b6d,1573
#2667 ERGnomes Halloween '21 Special,Fancy,Just white,No ears,Wavy,Devil,Pig,Angry,120.1772805,e58d1a3db56a9afdcd964eb0d1d85f2e42756e726aded4db56feb3fa6e87d924,1574
#1276 ERGnomes Halloween '21 Special,Fancy,Potion blue,Monkey,Baby,Root,Eggplant,Surprised,120.119441,8a01bd10e1d8874ab955e6b5154fbd819d18176dbf5cebfdd6176647b4fbf460,1575
#2622 ERGnomes Halloween '21 Special,Amiable,Just white,Easter bunny,Ergo $ERG,Devil,Carrot,Angry,120.1043639,96b035f658f8f21e49413a99131ec5dfc1c62063fc38ba2ad3e259d4b258b129,1576
#1836 ERGnomes Halloween '21 Special,Fancy,Classic,Fairy nymnph,Flowers,Chicken,Iron,Annoyed,120.0872026,d0b3e64f09387dee3bf9b7a2bd8c450e117395c0798c2e108ec145d44990c931,1577
#1606 ERGnomes Halloween '21 Special,Fancy,Unripe lemon,Cocker spaniel,Cat,Punk,Cat,Annoyed,120.0367395,c9bbca24c39c1127b2490ea09cebf55ec5ba2986655d3907822e1e1e626fed87,1578
#1860 ERGnomes Halloween '21 Special,Calm,Angry aunt,No ears,Harmony $ONE,Questionablestyle,Cat,Chill,120.0357873,7cb6f1c5f9a1b398c710ef59c50d430efeb43e103559662289850100ffa013b6,1579
#2755 ERGnomes Halloween '21 Special,Fancy,Just white,Monkey,Ergo $ERG,Devil,Carrot,Chill,120.0346458,409d3997c943837d6689e37aab53ca40f55fde593976dfda3d34fd9836f56271,1580
#2663 ERGnomes Halloween '21 Special,Charmer,Just white,Easter bunny,Baby,Devil,Pig,Happy,120.0119859,a9064c8bab8499e3ce357b3c56bb2e8cd6d52439c7fe3e6ce98d01d2a9118dc8,1581
#1990 ERGnomes Halloween '21 Special,Loud,Smurfkin,Cocker spaniel,Black,Devil,Cat,Thug,119.9714711,923d511813627c6828d1ccc5667992a93216a7146ec43c606d7855bf8c7e9a6e,1582
#1128 ERGnomes Halloween '21 Special,Queen,Classic,Cocker spaniel,Blockchain,Devil,Pig,Surprised,119.9311214,14c4128e3568442e09bdbcedc069aaacb991519fcd71da5828f724c5130697d4,1583
#2631 ERGnomes Halloween '21 Special,Fancy,Just white,Cocker spaniel,Water,Devil,Carrot,Thug,119.9282412,742004e90ee23ed81a66c71c1036cc291f72710521a5a174e793a4643219c0d6,1584
#1790 ERGnomes Halloween '21 Special,Ranger,Rotten veggies,Cocker spaniel,Ergo $ERG,Devil,Clown,Chill,119.8916758,1130fb77c7aab89b1adb50bcad8623f549e301ffd9927807daf6ee9de74233c7,1585
#1906 ERGnomes Halloween '21 Special,Queen,Sad red,Occultist,Arcane,Sherlock,Iron,Angry,119.8799744,f82a79b70bce30998759eb497dfa7b7d2cbf39e5372100fc50376ca9115ac376,1586
#1973 ERGnomes Halloween '21 Special,Loud,Horny teen,Easter bunny,Flowers,Sherlock,Starfish,Annoyed,119.8634263,3d3bdbe662d85dc4a8e640815cb9034bb3d12e0541fae5618c6d2804b433285a,1587
#0198 ERGnomes Halloween '21 Special,Amiable,Dying pepper,Fairy nymnph,Drowsy,Root,Toe,Thug,119.8591779,64948d5c9409c06af5e5e67f6c95cc0eaec106cfbd28e2679d21d4f4ceaa6346,1588
#1621 ERGnomes Halloween '21 Special,Sweet,Horny teen,Pumpkin,Cat,Questionablestyle,Iron,Confused,119.8129033,59889d56637fe6d9de57b0afd7e30da0f3dba2e2a0140904c087233b0270607f,1589
#1713 ERGnomes Halloween '21 Special,Feisty,Flashy Sandra,Occultist,Water,Devil,Carrot,Confused,119.7800842,a90a1cefee8c4eb410daf1d37b687abca09ffacff003c115df69c8453cecabb6,1590
#2666 ERGnomes Halloween '21 Special,Karen,Just white,Monkey,Ergo $ERG,Nerd,Eggplant,Surprised,119.7169677,8eeb4c49eead60524c525a9d4c8ea2b248e322512d01cedefe483729ada61404,1591
#1724 ERGnomes Halloween '21 Special,Sweet,Kawaii,Cocker spaniel,Dollars $,Devil,Iron,Thug,119.7113548,3f3ba4b9b090cf3c08fd7f285cef4db08bac403d6ca4bc0c2cfbad1f43e9e2d6,1592
#0797 ERGnomes Halloween '21 Special,Calm,Flashy Sandra,Spirit,Drowsy,Nerd,Clown,Thug,119.6710585,8a682f813649ed80fce804009ff37ff7ca24371c1c73ca6381d74a94f4b50f51,1593
#1348 ERGnomes Halloween '21 Special,Soldier,Mold,No ears,Wavy,Questionablestyle,Carrot,Chill,119.528975,9d28e014e3d8cb8f535b656c44655e94e4dd58709f79339669df01c4e6addfd1,1594
#2634 ERGnomes Halloween '21 Special,Depressed,Just white,Human,Black,Root,Pig,Monobrow,119.5232561,b0c0a9d23e43d99f0c131a8d644d580e6608fac17c2ae86945f7f380745c3f53,1595
#1798 ERGnomes Halloween '21 Special,Karen,Smurfkin,Occultist,Baby,Circus,Carrot,Happy,119.4820521,10b2bb55079addf6bb38ef8770e6204483987523e9911decc38477777012e6b4,1596
#1509 ERGnomes Halloween '21 Special,Karen,Fairy candy,Pumpkin,White,Circus,Cat,Confused,119.4158461,04c5804f3bdf6d22bb55dd5f9d0236e1108fd277dd781a91814152e3d2211d54,1597
#1296 ERGnomes Halloween '21 Special,Relaxed,Fake gold,Easter bunny,Rude,Root,Clown,Chill,119.4035516,2b0d5a4b38ccd7cafe7cb34d0920ac3cfb9744b65bdb15db1e3069e374b9b4c0,1598
#0672 ERGnomes Halloween '21 Special,Feisty,Sad red,Human,Black,Nerd,Toe,Thug,119.3845101,453ae674bb0b57f7e9b9d1329f562c1be0447110e118bbef699de856caf9c152,1599
#1317 ERGnomes Halloween '21 Special,Sweet,Mold,Fairy nymnph,Dizzy,Root,Clown,Happy,119.3588632,b8ffa5198d7f64fa4721876f1b1d4fc1941a79cd59066b0caf09eaa830a9f7e6,1600
#2729 ERGnomes Halloween '21 Special,Karen,Just white,Pumpkin,Wavy,Root,Carrot,Chill,119.3110611,c559b01f1e079ea22d128e46ee5acc3e6eeb7199deda3f7c7711041f31013bc7,1601
#1533 ERGnomes Halloween '21 Special,Karen,Potion blue,Occultist,Wavy,Devil,Toe,Monobrow,119.2749877,b3be03b4a315d5cef539df4272c9e785b5e9e231068a9f5791b38369f70f9c15,1602
#1827 ERGnomes Halloween '21 Special,Calm,Kawaii,Cocker spaniel,Bitcoin $BTC,Nerd,Iron,Thug,119.1912266,ed0031461da326104fca2f0304ef8e908aa2cba817d2aea1fb78393555123d62,1603
#1021 ERGnomes Halloween '21 Special,Calm,Rotten veggies,Cocker spaniel,Hearts,Octopus,Toe,Thug,119.1515441,7727017366ca7a30e836aeccfffeef8779f796835a48fca92d41362129234f3a,1604
#2589 ERGnomes Halloween '21 Special,Charmer,Just white,Monkey,Black,Circus,Clown,Happy,119.1049508,807d7fbe5ebffbf6e0b67023031b9c0ac0da88e2834753c329b589582771842b,1605
#0650 ERGnomes Halloween '21 Special,Joyful,Kawaii,Monkey,Harmony $ONE,Devil,Carrot,Annoyed,119.0886125,abd5a75a1199599e21320422f9c19f1342e7a404c08e719f1ed16915e32301d5,1606
#1933 ERGnomes Halloween '21 Special,Fancy,Fake gold,Occultist,Ergo $ERG,Chicken,Cat,Monobrow,118.876767,355337a5b6d206228f2c4a5554f2a654af22a338874286c69f9415cbee53028c,1607
#1948 ERGnomes Halloween '21 Special,Fancy,Kawaii,Occultist,Flowers,Nerd,Starfish,Monobrow,118.842481,51328cd882f1b399f497644903b74cc861ca40aca27c3eb58f6aeb86ba0f31b8,1608
#1732 ERGnomes Halloween '21 Special,Cute,Flashy Sandra,Pumpkin,White,Sherlock,Carrot,Chill,118.8373661,db4211bf1e11980744f75b685f89b5c5e3e626078b09a60b461aa23b54c53e5d,1609
#1504 ERGnomes Halloween '21 Special,Feisty,Unripe lemon,Human,Baby,Devil,Carrot,Worried,118.672264,c9f1627617fef1fe5d53e6cd6b210b0c505462c9d15ee4736211a50e9acee7b7,1610
#1846 ERGnomes Halloween '21 Special,Sweet,Rotten veggies,Cocker spaniel,Drowsy,Circus,Eggplant,Annoyed,118.5565314,864c4e67987186af5ae21dad061da426b57d70e2ab572fb4b4bfc0714e716c34,1611
#2785 ERGnomes Halloween '21 Special,Amiable,Just white,No ears,Dizzy,Root,Carrot,Confused,118.5045374,5977be43c47a596120fcaef6a739cce1f28cf9b2e88fc628482558ca8d9e4f78,1612
#2529 ERGnomes Halloween '21 Special,Goodboi,Just white,Human,Water,Root,Pig,Annoyed,118.5005537,83594a0ddb6f86f8f042af0f2e5f3710ba286fc698de95df2952dd5be47dd019,1613
#1192 ERGnomes Halloween '21 Special,Charmer,Kawaii,Infested,Black,Circus,Duck,Monobrow,118.4973751,26c58de3ca8e1b91bba56a92517f65a9f51f717ec8e19105d793a058eec68c0b,1614
#0381 ERGnomes Halloween '21 Special,Loud,Dying pepper,No ears,Yellow,Circus,Toe,Monobrow,118.4814867,cde182690438fd685c1c7ebba873c44568647eaa2653ff1394ea074f337121b0,1615
#2790 ERGnomes Halloween '21 Special,Fancy,Just white,Pumpkin,Ergo $ERG,Devil,Eggplant,Happy,118.4589056,7cfa64c1feddebc4f8b93b5e84fb92379f591d5e15a7004f2f84c8872212f977,1616
#1873 ERGnomes Halloween '21 Special,Amiable,Just white,Pumpkin,Black,Nerd,Pig,Chill,118.4028549,e2c48fa326b4ea8de2474fa13180c7cc826e3643e6a8a45df337758b5fe1bdac,1617
#1608 ERGnomes Halloween '21 Special,Loud,Sad red,Monkey,White,Punk,Starfish,Annoyed,118.3231172,054772473392a388271d58a7d30196bff9b3ce73274204b252fbd081f57ebf5d,1618
#1490 ERGnomes Halloween '21 Special,Loud,Classic,Pumpkin,Harmony $ONE,Devil,Cat,Angry,118.3059957,d36dfce7560b55c357135372cace8be6037a3a5c134dd030e2a789964f491df7,1619
#0611 ERGnomes Halloween '21 Special,Calm,Rotten veggies,Cocker spaniel,Water,Circus,4:20,Monobrow,118.3055568,8c8ea36e74c11e9f6efc4f34a4011ec879b75f205f72799f1b046b2527925e48,1620
#1338 ERGnomes Halloween '21 Special,Cute,Unripe lemon,Pumpkin,Cat,Circus,Hook,Surprised,118.2625265,774c932ad5af8c3cb997e505886047ecdf301562a852b3cf6f78d0f6df03cde0,1621
#2582 ERGnomes Halloween '21 Special,Amiable,Just white,Cocker spaniel,Water,Circus,Carrot,Happy,118.2437336,58eba67af691ec9b5d20dc026b70ee236d947576bf9f9fbc9a6419267f46d278,1622
#1729 ERGnomes Halloween '21 Special,Sweet,Smurfkin,Monkey,Pink,Nerd,Eggplant,Chill,118.1956648,f3379d28483c1d77bf3840ecfe22ce26ae33707ea552b5694852f9b9e52493e0,1623
#1505 ERGnomes Halloween '21 Special,Joyful,Unripe lemon,Fairy nymnph,Dollars $,Chicken,Cat,Annoyed,118.1431597,c4ed07794dedc04474f526de9586a5b94308819167c9f6c582b1fe4239527eec,1624
#1745 ERGnomes Halloween '21 Special,Ranger,Fake gold,Fairy nymnph,Hearts,Devil,Eggplant,Confused,118.0917585,8ca9c65b56fbd6f994a0fc4c97d9b26c6d07661a8e2b630647a649be03ff7284,1625
#1824 ERGnomes Halloween '21 Special,Ranger,Horny teen,Occultist,Drowsy,Circus,Clown,Thug,118.0811769,11073ed6ee9856d6daa8b77d0558c58cc223be3cdfd5f0f14b940ca46172217b,1626
#1374 ERGnomes Halloween '21 Special,Loud,Mold,Easter bunny,Flowers,Questionablestyle,Carrot,Surprised,117.9929004,7b35098b23ac28172656399b7395d85849cf274f6baa2c2c5d382384f511f169,1627
#2084 ERGnomes Halloween '21 Special,Ranger,Fake gold,Fairy nymnph,Hearts,Devil,Pig,Chill,117.7800419,2ed5dcacfe7e7532a4856de3cc64fed4a8b678ecec4306f33eb0d761817e4361,1628
#1405 ERGnomes Halloween '21 Special,Relaxed,Rotten veggies,Human,Baby,Root,Toe,Worried,117.7629738,e9fac1bac44fb9db8feb6d3e7d31af5db1b0eaebc947114ea14dfe53bf893a18,1629
#1567 ERGnomes Halloween '21 Special,Cute,Horny teen,Fairy nymnph,Dollars $,Sherlock,Iron,Annoyed,117.7054596,798260defa3754a01c7b559e3b791e54c612f50c5e00aed1c41991024f6497d5,1630
#1742 ERGnomes Halloween '21 Special,Charmer,Rotten veggies,Pumpkin,Flowers,Nerd,Starfish,Worried,117.6602154,f59724b49175ac37352ee4fe5fc2bc9ee128e5f8bc0b4aba42fb516ab3e883c1,1631
#1549 ERGnomes Halloween '21 Special,Joyful,Mold,Human,Harmony $ONE,Root,Clown,Worried,117.6358991,958bd2a19026494dbd68017edba16453ed0c1fb26bf7f3e91f17923d30f56a32,1632
#1169 ERGnomes Halloween '21 Special,Radioactive,Sad red,No ears,Water,Questionablestyle,Pig,Annoyed,117.6076081,d90d2cc1dd165442da4b73f377f1d3febca394c94c2c64b20dc52bfbfe2a38ba,1633
#1819 ERGnomes Halloween '21 Special,Loud,Radioactive bubblegum,Pumpkin,Water,Questionablestyle,Toe,Annoyed,117.5830584,c5c44b54786ea49c6bb4fa62a46d241dde6d229537d2a01b32e20150cc57b4e8,1634
#1421 ERGnomes Halloween '21 Special,Joyful,Smurfkin,Imp,Drowsy,Chicken,Pig,Happy,117.4794616,f67937e45e52e1caca2cc5d7c4101848ba17c9c27415c90a98db97ef19efe734,1635
#1930 ERGnomes Halloween '21 Special,Fancy,Horny teen,No ears,Rude,Sherlock,Starfish,Confused,117.4747697,29c9c0d362c69c11f542a531659e922ef9ee0437c4566ca403c67d5bcea7bade,1636
#1445 ERGnomes Halloween '21 Special,Cute,Fake gold,No ears,Flowers,Nerd,Cat,Annoyed,117.4700006,f26f7caed00928ea319f0399c0e7f6e6154f0aa29d781bf433dbfa4a1a27edd5,1637
#1640 ERGnomes Halloween '21 Special,Queen,Rotten veggies,Imp,Arcane,Nerd,Eggplant,Thug,117.4329359,925e4b250861bfc0dbc0a86d680b3fe450eaf2c8a88c52f2193710edffc20115,1638
#2116 ERGnomes Halloween '21 Special,Depressed,Fake gold,Human,Flowers,Questionablestyle,Toe,Monobrow,117.3899482,81c5d6759c86e9da8dab298ba6e361000b524e3051088ccb7ffb67ee5bdc2ebd,1639
#1453 ERGnomes Halloween '21 Special,Loud,Classic,Infested,Cat,Devil,Toe,Monobrow,117.3666602,3c780a04ec47e13b4472f4ce11a719a3f9404358846449ff42f30f52569dd3f7,1640
#1786 ERGnomes Halloween '21 Special,Smelly,Horny teen,No ears,Wavy,Circus,Cat,Confused,117.3421303,efc3d90dd2aa0a2b2fdb48160f5bd77869b3307e12bbcbaa0383ad115946c024,1641
#0903 ERGnomes Halloween '21 Special,Smelly,Classic,Imp,Cat,Root,Carrot,Monobrow,117.3266843,7ee2d288924d8ba1885c3287e1016f354ae2d985c2b9ad5768782f55961a92ad,1642
#1416 ERGnomes Halloween '21 Special,Cute,Sad red,Fairy nymnph,Black,Punk,Iron,Chill,117.2649211,65dd62bde4989cd64d45816057a0b02da8e61d5791307b41b7d63b65043e35cc,1643
#1328 ERGnomes Halloween '21 Special,Fancy,Kawaii,Imp,Drowsy,Punk,Clown,Angry,117.1657242,88a275ce7fd91f86a2e8b876b4314c8a2ee9bd38a0cd6b46cce8e15c1e658183,1644
#1667 ERGnomes Halloween '21 Special,Ranger,Fake gold,Occultist,Pink,Questionablestyle,Carrot,Happy,117.12918,92026ce38282b1dfa5ac7025ed47fb03be8e6d7aca0e70989814c6eef79703a9,1645
#2534 ERGnomes Halloween '21 Special,Joyful,Just white,Monkey,Water,Circus,Eggplant,Surprised,117.1204233,edae56d1816f85cfc957de070c92b286aafc0f949331c4fb67bed440e8d1a2dc,1646
#2122 ERGnomes Halloween '21 Special,Sweet,Mold,Cocker spaniel,Drowsy,Circus,Toe,Confused,117.118507,26230e24fb0a2b80c55c0bee40ab79678d9749f640659c3e085395598599c4e4,1647
#1984 ERGnomes Halloween '21 Special,Smelly,Fake gold,Monkey,Wavy,Devil,Iron,Surprised,117.055875,b8bd806c8d09ba466a4ad830d23c4a8653870d68636d419713d1371ca93424b3,1648
#1249 ERGnomes Halloween '21 Special,Depressed,Dying pepper,Pumpkin,White,Sherlock,Duck,Angry,116.8996558,53c4cc508c817c5a3884ea52730f20e9eeecaa4920e5acbc9b91e8b68c8d9d4a,1649
#2442 ERGnomes Halloween '21 Special,Charmer,Just white,Pumpkin,Ergo $ERG,Devil,Clown,Annoyed,116.842871,0e93020c4d627c949a17aba4558b18fed115ba79ed346ae4d137c2bcf0e73141,1650
#1289 ERGnomes Halloween '21 Special,Relaxed,Kawaii,Imp,Drowsy,Nerd,Clown,Surprised,116.8381516,633aa74afcd79891abc7792d5c1d81283ea957c1f6066ccb55474fdab7deedea,1651
#1947 ERGnomes Halloween '21 Special,Goodboi,Horny teen,Occultist,Arcane,Sherlock,Eggplant,Thug,116.8372064,26d49def897267fd26dd3624b3f0de7898e4e9689daf2ea77922bbe1ae15e9af,1652
#1272 ERGnomes Halloween '21 Special,Ranger,Angry aunt,Pumpkin,Water,Nerd,Cat,Monobrow,116.6348737,7ee5c70b6eb7932d20d5cfff9389be1a745f83f937d8d81e016ee7a624659f95,1653
#2097 ERGnomes Halloween '21 Special,Relaxed,Dying pepper,Pumpkin,Rude,Questionablestyle,Iron,Surprised,116.6267246,a35a2e62c43a131310b372093357bf8cf257c631d4c371717d0df2a95d5f64ee,1654
#1612 ERGnomes Halloween '21 Special,Queen,Unripe lemon,Human,Harmony $ONE,Devil,Pig,Chill,116.6260211,6219b461acd02f0a0591594bea74e61f21e13e8d7abdcf9f9fcba1925406cf6e,1655
#2078 ERGnomes Halloween '21 Special,Karen,Rotten veggies,Pumpkin,Rude,Root,Starfish,Chill,116.5736874,5e995c2f7d2aa3763e4bfda9b27a328f4d012a6dd8abff433520aa153fddb596,1656
#1639 ERGnomes Halloween '21 Special,Fancy,Horny teen,Imp,Dollars $,Root,Clown,Monobrow,116.5488788,9314d76e9163e7ebca509a42dd64471ba1f89b9f6aa66d0b341cf163d569def1,1657
#1497 ERGnomes Halloween '21 Special,Cute,Flashy Sandra,Occultist,Dollars $,Devil,Starfish,Chill,116.5346519,6d31251865eac1830f33629b2b10ac186bb82f36733ac07f054be5b5bb66180c,1658
#2073 ERGnomes Halloween '21 Special,Goodboi,Fairy candy,Easter bunny,Hearts,Root,Toe,Angry,116.5311435,924ac92d45de47a91df0712d3b96b518f8ce9a1ff4f3ae91dd338233545525d6,1659
#0335 ERGnomes Halloween '21 Special,Depressed,Classic,Cocker spaniel,Harmony $ONE,Punk,Carrot,Confused,116.495734,391130ff6f2b0309e708204cb497ad19a74692aa9bccd71bdb5bb47803a745b4,1660
#0877 ERGnomes Halloween '21 Special,Joyful,Potion blue,Human,Dizzy,Nerd,Duck,Surprised,116.4658022,61cec29571aa46be7aa4791fa30d520c8b6744a3372a150ee6f8fca595fa61a4,1661
#1733 ERGnomes Halloween '21 Special,Smelly,Fairy candy,No ears,Arcane,Circus,Carrot,Worried,116.4640154,75ea3bfacfe4891c8db85dbd837df5a0ceb9cef428c4664a852eb0d231e7a830,1662
#1751 ERGnomes Halloween '21 Special,Sweet,Horny teen,Human,Ergo $ERG,Sherlock,Iron,Annoyed,116.4529479,056ee479d7743789ed7ddbd47a9e219208acf9ba427540c438bc5019eca7e110,1663
#1844 ERGnomes Halloween '21 Special,Loud,Flashy Sandra,Human,Harmony $ONE,Devil,Pig,Happy,116.4333423,0b8210fe3b8826ebc25607a511ba2b3b249a6c0c66789f6b1da73d3d82a3026a,1664
#2732 ERGnomes Halloween '21 Special,Depressed,Just white,Pumpkin,Black,Root,Carrot,Confused,116.3648183,467c19f0914b6b051947b46242099b6993592c373d7262b659babc617d00b0b8,1665
#0859 ERGnomes Halloween '21 Special,Smelly,Potion blue,Monkey,Water,Devil,Pig,Surprised,116.2628834,33e7c941ee3bf1c2469348104f6ed947a7c365d568ef374870c4f2aa742a63f0,1666
#1185 ERGnomes Halloween '21 Special,Amiable,Classic,Imp,Wavy,Devil,Iron,Thug,116.2542841,8294801de24ffa2530ee440f6461582d06970fcc0ed4d4a3f1488c8a58048635,1667
#2057 ERGnomes Halloween '21 Special,Ranger,Classic,Cocker spaniel,Rude,Nerd,Carrot,Confused,116.0947315,f24b1e0d85a86e6f7593d1b3835f94a83fa96be3db2f07772cea3a92c3f8e764,1668
#2200 ERGnomes Halloween '21 Special,Depressed,Rotten veggies,Fairy nymnph,Dollars $,Devil,Starfish,Happy,116.0878322,e44f62096f0fe7b79686015ca1eb5338e003b8df31eabe21b7ca667cade1a271,1669
#1829 ERGnomes Halloween '21 Special,Smelly,Sad red,Pumpkin,Black,Root,Cat,Chill,116.0159827,a0df57e9f200da2ea5c800586d3aa55acd87637491664bbd7cc04467567719d9,1670
#1921 ERGnomes Halloween '21 Special,Goodboi,Fake gold,Pumpkin,Flowers,Root,Toe,Chill,116.0097937,f71e82be80e7222155415b13e902ec949191db053cf6c0559b73ef3412ee8cf8,1671
#2383 ERGnomes Halloween '21 Special,Charmer,Just white,Monkey,Black,Root,Carrot,Angry,115.9914764,be267e0d2afc849c062266f23706490a790ba12d73687a40f46c142c09f91202,1672
#1768 ERGnomes Halloween '21 Special,Charmer,Rotten veggies,Easter bunny,Rude,Sherlock,Eggplant,Annoyed,115.9869826,0d22e80d539f833def69806b1f702b0591d2830a3518b82d0ab57ff352dc7885,1673
#1009 ERGnomes Halloween '21 Special,Joyful,Rotten veggies,Monkey,Flowers,Nerd,Clown,Monobrow,115.8106221,a73b78c0f5f8722c4ddd2a7913f559788a0b1fafa50cbbbe9dda891c48edd492,1674
#2711 ERGnomes Halloween '21 Special,Depressed,Just white,Pumpkin,Water,Devil,Pig,Worried,115.7309543,bbee36921c511c09661c831ca183ecc12ff3b63ca589fad065d2e45f90be5714,1675
#1638 ERGnomes Halloween '21 Special,Smelly,Unripe lemon,Cocker spaniel,Drowsy,Devil,Clown,Worried,115.7005729,40d00d47e4c19911a7df06986b4e016b611145ec9763a09a77834ba1a8b17555,1676
#1748 ERGnomes Halloween '21 Special,Smelly,Angry aunt,Pumpkin,Wavy,Circus,Toe,Angry,115.6788006,863a9c822995c8dcacf91d3e5d41d842cce8f5402bbf847585f9feffc8ef122e,1677
#1393 ERGnomes Halloween '21 Special,Karen,Angry aunt,Human,Dollars $,Root,Hook,Surprised,115.6407596,acc32b3119b5025e5ea806c87df88af06afce6ff11cd1b64236fd626c28e1a90,1678
#1648 ERGnomes Halloween '21 Special,Cute,Horny teen,Fairy nymnph,Wavy,Punk,Clown,Chill,115.5200113,735707601f10f26c27926ca4b4c40a1347c165e0c238e015574bbbe28b29804d,1679
#0808 ERGnomes Halloween '21 Special,Joyful,Classic,Imp,Arcane,Chicken,Pig,Monobrow,115.5024756,e9317dad05cd1a5024dc842f4228b88c4e2e35bc6189feb9d3542b326214cace,1680
#1922 ERGnomes Halloween '21 Special,Calm,Kawaii,Easter bunny,Flowers,Nerd,Iron,Annoyed,115.4653098,1972f7c2afb97bd0266ea37d6a0ab0b6d7880c57785a93462c2d5a3d98eb570c,1681
#1813 ERGnomes Halloween '21 Special,Karen,Horny teen,Fairy nymnph,Bitcoin $BTC,Root,Pig,Surprised,115.4459438,9d31d1fd7a671fb080e17798531bd3b80b8448441b148c4f67030df35a0c419e,1682
#1427 ERGnomes Halloween '21 Special,Cute,Fake gold,Infested,Wavy,Root,Starfish,Annoyed,115.4227359,4ed03e17fa6ef25ce89d56e511706f514a07ca37db5c32e726795960fed6ddfb,1683
#1142 ERGnomes Halloween '21 Special,Amiable,Fairy candy,Easter bunny,Baby,Questionablestyle,Carrot,Thug,115.3755489,61bdb406026d78a3601ff4c83ebbc754dad0c1052d12b5bed6a4206b523e81e7,1684
#2173 ERGnomes Halloween '21 Special,Smelly,Fairy candy,No ears,Baby,Root,Eggplant,Chill,115.3301597,fd541121105e69ad820ba9f1dacd2f26ca84557d32b5b30640f6e64a7019343c,1685
#1598 ERGnomes Halloween '21 Special,Karen,Sad red,Cocker spaniel,White,Chicken,Starfish,Chill,115.3124259,408341bcb8f67796dc7c89568998b4750758025f05f25ff32c7b2b9845d3efc6,1686
